Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
52,No,Travel_Frequently,274,Research & Development,24,1,Other,1,143,4,Male,30,1,1,Sales Executive,4,Married,5882,6784,1,Y,No,13,3,4,80,0,30,1,4,10,4,1,3
41,No,Travel_Rarely,692,Sales,17,5,Medical,1,144,2,Female,83,3,4,Laboratory Technician,1,Single,13447,13172,6,Y,No,24,3,2,80,1,19,5,3,12,4,3,4
53,Yes,Non-Travel,311,Research & Development,23,3,Other,1,145,3,Female,37,4,1,Research Scientist,1,Married,5997,4639,3,Y,Yes,15,3,4,80,0,34,5,2,16,6,5,5
59,No,Non-Travel,357,Research & Development,24,3,Life Sciences,1,146,1,Male,49,3,1,Manager,1,Single,7618,5188,4,Y,No,15,4,2,80,2,40,1,2,12,4,3,4
55,Yes,Travel_Rarely,235,Sales,22,3,Other,1,147,3,Female,33,1,1,Human Resources,1,Single,4298,1473,4,Y,Yes,20,3,2,80,2,35,6,4,15,6,0,5
48,No,Non-Travel,514,Sales,4,5,Other,1,148,4,Female,63,4,3,Manufacturing Director,3,Divorced,9792,12377,3,Y,No,16,4,1,80,0,26,5,4,10,4,3,3
41,Yes,Travel_Frequently,226,Research & Development,7,4,Medical,1,149,4,Male,33,2,1,Healthcare Representative,1,Divorced,4445,4019,7,Y,No,15,3,2,80,0,22,5,2,14,5,1,4
48,Yes,Non-Travel,570,Research & Development,20,3,Life Sciences,1,150,1,Female,64,2,3,Sales Representative,1,Single,10873,11282,2,Y,Yes,17,4,3,80,3,26,4,2,10,4,3,3
32,No,Travel_Rarely,529,Research & Development,28,4,Technical Degree,1,151,4,Male,70,4,3,Laboratory Technician,1,Single,11144,14539,7,Y,No,19,4,2,80,0,11,1,2,1,0,0,0
50,No,Travel_Rarely,655,Sales,19,4,Other,1,152,4,Female,78,2,3,Human Resources,3,Single,12425,11976,6,Y,No,16,4,4,80,2,28,3,1,16,6,1,5
56,No,Travel_Rarely,282,Research & Development,12,5,Technical Degree,1,153,4,Female,31,3,1,Sales Executive,1,Divorced,5558,3813,5,Y,No,20,4,3,80,2,34,3,2,12,4,2,4
34,No,Travel_Frequently,626,Research & Development,22,5,Medical,1,154,2,Male,79,4,3,Sales Representative,2,Single,12926,12419,3,Y,No,22,4,3,80,2,13,4,1,8,3,0,2
34,No,Travel_Rarely,345,Sales,17,3,Other,1,155,2,Male,43,3,1,Sales Representative,4,Married,6917,10642,2,Y,No,19,4,2,80,0,14,4,1,3,1,0,1
43,No,Non-Travel,598,Research & Development,1,3,Technical Degree,1,156,3,Male,79,2,2,Human Resources,3,Divorced,11833,10654,1,Y,No,20,3,2,80,1,21,3,3,8,3,1,2
34,No,Travel_Frequently,482,Research & Development,22,5,Marketing,1,157,1,Female,63,3,2,Research Director,1,Divorced,10257,10119,7,Y,No,14,4,1,80,0,13,6,4,4,1,1,1
43,No,Travel_Frequently,346,Research & Development,7,4,Other,1,158,2,Male,45,2,1,Laboratory Technician,2,Single,6820,6180,4,Y,Yes,14,4,2,80,2,24,1,4,8,3,3,2
18,Yes,Travel_Frequently,252,Research & Development,12,4,Medical,1,159,1,Male,33,4,1,Research Director,2,Divorced,5399,8389,8,Y,No,19,3,4,80,3,1,0,2,2,0,0,0
42,No,Travel_Frequently,579,Research & Development,12,4,Technical Degree,1,160,2,Female,73,4,3,Healthcare Representative,3,Single,12079,8702,7,Y,No,23,3,4,80,0,21,5,3,5,2,0,1
35,No,Travel_Frequently,826,Research & Development,2,4,Marketing,1,161,3,Male,101,3,4,Manufacturing Director,3,Married,16539,14907,6,Y,No,13,3,1,80,0,14,5,4,13,5,2,4
34,No,Travel_Frequently,507,Research & Development,6,3,Marketing,1,162,1,Female,60,4,2,Manufacturing Director,4,Single,9982,12663,5,Y,No,24,4,3,80,1,13,1,4,8,3,1,2
35,Yes,Travel_Rarely,749,Research & Development,29,4,Life Sciences,1,163,1,Female,92,2,4,Manager,2,Divorced,14983,14892,0,Y,Yes,12,3,2,80,0,16,0,3,1,0,0,0
59,No,Travel_Frequently,309,Research & Development,18,5,Other,1,164,4,Female,44,4,1,Healthcare Representative,3,Divorced,6579,5337,2,Y,Yes,22,3,3,80,1,40,1,3,14,5,2,4
32,No,Travel_Rarely,440,Research & Development,26,4,Marketing,1,165,3,Female,57,1,2,Healthcare Representative,4,Divorced,9081,8451,0,Y,No,14,3,4,80,2,11,4,4,4,1,0,1
42,No,Travel_Rarely,572,Sales,9,3,Technical Degree,1,166,2,Female,74,3,3,Human Resources,1,Single,10593,11335,4,Y,No,18,4,1,80,1,22,4,2,7,2,4,2
36,No,Travel_Rarely,612,Research & Development,3,3,Medical,1,167,3,Female,74,1,3,Manufacturing Director,4,Married,12145,12317,7,Y,No,17,3,2,80,0,15,6,1,6,2,0,2
46,No,Travel_Rarely,263,Human Resources,29,3,Medical,1,168,1,Male,33,3,1,Research Scientist,2,Divorced,5248,2699,4,Y,No,16,3,4,80,1,25,1,1,4,1,1,1
43,No,Travel_Frequently,281,Sales,18,4,Marketing,1,169,3,Male,33,2,1,Research Director,1,Single,5780,8615,5,Y,No,16,4,1,80,0,21,1,1,6,2,1,2
49,No,Travel_Frequently,517,Research & Development,12,4,Other,1,170,1,Male,64,2,2,Research Director,3,Single,10602,9396,5,Y,No,19,3,4,80,0,28,2,2,6,2,0,2
22,Yes,Non-Travel,396,Research & Development,4,4,Technical Degree,1,171,2,Female,49,2,2,Human Resources,1,Divorced,8305,9650,5,Y,Yes,14,3,1,80,0,1,3,1,0,0,0,0
22,No,Travel_Rarely,630,Research & Development,3,1,Other,1,172,1,Male,77,3,3,Research Scientist,4,Divorced,12214,14954,8,Y,No,15,4,1,80,2,3,6,3,1,0,0,0
54,No,Travel_Frequently,599,Sales,12,4,Other,1,173,4,Female,71,3,3,Sales Representative,2,Married,11958,11544,6,Y,No,18,4,2,80,1,34,4,2,6,2,0,2
54,Yes,Non-Travel,386,Research & Development,28,4,Marketing,1,174,1,Male,49,2,2,Healthcare Representative,1,Single,7646,9107,6,Y,Yes,14,3,3,80,0,34,1,3,17,6,3,5
55,No,Travel_Frequently,417,Research & Development,12,3,Technical Degree,1,175,1,Male,46,4,2,Sales Representative,1,Single,8364,10919,2,Y,No,16,4,1,80,2,33,6,3,12,4,2,4
58,No,Non-Travel,274,Research & Development,5,3,Technical Degree,1,176,1,Male,28,2,1,Human Resources,4,Divorced,5385,5345,2,Y,Yes,13,3,4,80,0,37,3,4,11,4,5,3
26,Yes,Travel_Rarely,296,Research & Development,20,4,Marketing,1,177,4,Female,30,4,1,Sales Representative,1,Divorced,5619,4077,6,Y,No,16,4,3,80,0,5,2,1,0,0,0,0
32,No,Travel_Rarely,565,Research & Development,7,2,Medical,1,178,3,Female,73,1,3,Research Scientist,3,Divorced,11246,13649,2,Y,No,16,4,3,80,1,10,0,1,3,1,0,1
19,No,Non-Travel,442,Research & Development,8,3,Other,1,179,1,Male,59,1,2,Healthcare Representative,3,Married,9392,10525,0,Y,Yes,17,4,3,80,2,1,5,3,3,1,3,1
47,No,Non-Travel,352,Research & Development,29,4,Life Sciences,1,180,3,Female,38,2,1,Human Resources,3,Single,6349,5634,2,Y,Yes,15,3,3,80,2,27,5,3,8,3,3,2
42,No,Travel_Rarely,715,Research & Development,17,4,Technical Degree,1,181,2,Male,88,2,4,Manufacturing Director,2,Married,13867,13623,5,Y,No,25,4,2,80,0,23,5,2,11,4,7,3
27,Yes,Travel_Rarely,701,Research & Development,9,4,Other,1,182,2,Male,88,2,4,Sales Representative,2,Single,14373,12266,4,Y,Yes,20,4,1,80,2,8,4,1,1,0,3,0
50,No,Non-Travel,650,Research & Development,15,4,Technical Degree,1,183,4,Female,77,2,3,Laboratory Technician,1,Married,12696,13144,6,Y,No,13,4,2,80,2,29,0,3,7,2,2,2
42,No,Travel_Frequently,875,Research & Development,29,4,Marketing,1,184,1,Male,101,4,5,Human Resources,2,Married,16650,12627,0,Y,No,17,3,1,80,0,20,3,4,3,1,0,1
47,No,Travel_Rarely,610,Research & Development,6,4,Life Sciences,1,185,1,Male,79,3,3,Research Scientist,2,Divorced,12566,10618,0,Y,Yes,23,4,3,80,1,26,5,4,15,6,2,5
50,Yes,Travel_Rarely,432,Sales,10,4,Life Sciences,1,186,1,Male,49,4,2,Sales Executive,2,Single,8853,9863,2,Y,Yes,18,4,3,80,0,29,6,2,15,6,2,5
52,No,Non-Travel,407,Research & Development,5,4,Other,1,187,1,Female,49,2,2,Manufacturing Director,3,Married,8036,6949,0,Y,Yes,11,4,2,80,0,33,2,2,10,4,0,3
36,No,Travel_Frequently,450,Research & Development,27,4,Marketing,1,188,3,Male,54,3,2,Human Resources,1,Single,9312,8899,5,Y,No,17,3,4,80,2,15,6,3,12,4,2,4
31,No,Travel_Rarely,622,Sales,23,4,Medical,1,189,4,Male,83,4,3,Human Resources,3,Single,13146,13038,4,Y,No,14,3,4,80,2,11,4,2,4,1,0,1
57,No,Travel_Rarely,431,Research & Development,13,5,Other,1,190,3,Male,48,3,2,Human Resources,1,Single,8320,4384,4,Y,No,16,4,1,80,0,36,2,3,17,6,4,5
20,No,Non-Travel,634,Research & Development,27,4,Technical Degree,1,191,2,Male,79,3,3,Human Resources,3,Divorced,12884,15476,8,Y,No,15,3,3,80,0,1,1,1,0,0,0,0
37,No,Non-Travel,351,Research & Development,7,4,Technical Degree,1,192,3,Male,42,2,1,Sales Representative,3,Married,7169,9109,7,Y,No,23,4,1,80,0,15,0,2,3,1,0,1
51,No,Travel_Rarely,665,Research & Development,17,3,Marketing,1,193,3,Female,79,1,3,Research Scientist,1,Divorced,13032,13600,6,Y,No,12,4,1,80,0,30,0,1,3,1,0,1
38,No,Travel_Frequently,341,Research & Development,19,4,Life Sciences,1,194,3,Female,37,3,1,Laboratory Technician,2,Divorced,6752,7300,8,Y,No,15,3,2,80,3,18,6,3,14,5,6,4
24,Yes,Travel_Rarely,435,Sales,23,3,Technical Degree,1,195,1,Male,49,4,2,Research Director,4,Single,8355,10058,8,Y,Yes,21,4,1,80,1,3,5,2,0,0,0,0
60,No,Travel_Frequently,416,Research & Development,4,3,Life Sciences,1,196,3,Female,53,2,2,Research Director,2,Married,8480,9656,7,Y,No,23,3,1,80,1,38,5,3,16,6,4,5
48,No,Non-Travel,732,Research & Development,13,3,Life Sciences,1,197,4,Female,95,3,4,Sales Representative,4,Married,15228,18333,1,Y,No,15,3,1,80,2,28,1,1,7,2,0,2
55,No,Travel_Rarely,368,Research & Development,20,5,Technical Degree,1,198,3,Female,48,4,1,Laboratory Technician,3,Single,6992,8013,7,Y,Yes,11,4,3,80,3,34,4,3,10,4,2,3
40,No,Travel_Rarely,278,Research & Development,14,2,Medical,1,199,2,Male,34,2,1,Sales Representative,2,Single,5703,7899,6,Y,No,24,3,4,80,2,20,2,4,4,1,0,1
26,No,Non-Travel,389,Research & Development,16,2,Medical,1,200,3,Female,51,2,2,Research Director,4,Married,8030,8145,6,Y,No,20,4,2,80,1,7,0,4,0,0,0,0
48,No,Travel_Frequently,499,Sales,16,4,Marketing,1,201,1,Female,63,3,2,Research Scientist,1,Married,10016,12960,1,Y,Yes,25,3,1,80,1,28,4,3,16,6,3,5
54,No,Non-Travel,381,Research & Development,9,3,Life Sciences,1,202,3,Male,50,3,2,Sales Executive,2,Divorced,8224,9130,4,Y,No,24,3,2,80,1,34,2,1,15,6,1,5
33,No,Travel_Frequently,869,Research & Development,27,3,Medical,1,203,2,Female,114,2,4,Manager,2,Married,17602,17639,6,Y,No,23,3,3,80,0,12,2,4,3,1,2,1
42,No,Travel_Rarely,227,Research & Development,9,4,Marketing,1,204,1,Female,28,3,1,Human Resources,3,Divorced,4766,3438,7,Y,No,24,3,4,80,1,23,5,1,18,7,4,6
55,No,Non-Travel,576,Research & Development,3,4,Other,1,205,2,Male,71,3,3,Laboratory Technician,4,Divorced,11943,14815,1,Y,No,20,3,3,80,0,33,0,3,13,5,3,4
26,No,Travel_Frequently,703,Research & Development,9,3,Technical Degree,1,206,3,Female,83,4,3,Laboratory Technician,1,Single,13348,14030,7,Y,No,12,4,3,80,0,4,6,4,0,0,0,0
30,Yes,Travel_Rarely,377,Sales,2,4,Marketing,1,207,4,Female,48,1,2,Laboratory Technician,1,Married,7972,10131,1,Y,Yes,11,4,4,80,0,8,5,3,2,0,3,0
45,No,Travel_Rarely,718,Research & Development,12,3,Marketing,1,208,3,Female,93,4,4,Research Scientist,3,Married,14571,15052,7,Y,Yes,12,3,1,80,1,24,5,3,19,7,4,6
30,Yes,Travel_Rarely,179,Research & Development,15,3,Life Sciences,1,209,4,Female,28,1,1,Manager,2,Single,3926,2782,3,Y,Yes,23,4,3,80,1,11,6,4,5,2,1,1
59,No,Travel_Frequently,594,Research & Development,1,4,Life Sciences,1,210,1,Male,82,4,3,Human Resources,2,Married,12385,13827,1,Y,Yes,13,3,1,80,0,38,5,4,15,6,2,5
25,Yes,Non-Travel,219,Research & Development,14,3,Marketing,1,211,2,Male,31,3,1,Manufacturing Director,2,Married,4365,6732,8,Y,Yes,23,3,1,80,0,6,1,1,5,2,0,1
58,No,Non-Travel,387,Research & Development,15,4,Medical,1,212,4,Male,49,2,1,Research Director,3,Divorced,7315,6451,1,Y,No,19,3,2,80,0,36,2,4,16,6,4,5
37,No,Non-Travel,426,Sales,16,3,Medical,1,213,1,Male,52,2,1,Research Scientist,2,Single,8733,7078,8,Y,Yes,24,3,1,80,2,17,5,3,5,2,5,1
47,No,Travel_Rarely,924,Research & Development,25,1,Medical,1,214,3,Male,115,4,5,Laboratory Technician,2,Divorced,18359,17865,1,Y,Yes,14,3,2,80,2,26,2,4,11,4,0,3
55,Yes,Travel_Rarely,340,Research & Development,14,3,Marketing,1,215,1,Female,44,3,1,Research Director,2,Divorced,6422,10577,4,Y,Yes,18,3,2,80,0,36,3,1,17,6,3,5
54,No,Non-Travel,267,Research & Development,29,5,Medical,1,216,4,Male,28,2,1,Human Resources,3,Married,5364,5991,7,Y,No,14,4,2,80,0,35,4,1,15,6,2,5
20,Yes,Travel_Rarely,720,Research & Development,15,3,Other,1,217,1,Female,83,1,4,Research Scientist,3,Married,14291,11364,3,Y,Yes,22,4,4,80,1,1,1,2,1,0,0,0
41,No,Travel_Frequently,354,Research & Development,29,4,Technical Degree,1,218,1,Female,40,3,1,Research Scientist,3,Divorced,6989,4482,0,Y,No,16,3,1,80,1,22,5,2,11,4,1,3
53,No,Travel_Frequently,803,Sales,17,4,Life Sciences,1,219,3,Female,100,1,5,Manufacturing Director,3,Married,16597,20022,5,Y,No,18,3,1,80,0,32,3,4,11,4,2,3
22,Yes,Travel_Rarely,285,Research & Development,10,2,Other,1,220,4,Female,35,2,1,Sales Representative,1,Married,5387,5561,1,Y,Yes,11,3,2,80,1,1,5,2,0,0,4,0
19,No,Travel_Rarely,850,Sales,16,5,Marketing,1,221,3,Male,114,2,5,Manager,4,Married,17221,16350,8,Y,No,14,3,3,80,0,1,2,4,2,0,0,0
52,No,Travel_Frequently,726,Human Resources,11,3,Medical,1,222,3,Female,91,2,4,Laboratory Technician,4,Divorced,14598,14908,5,Y,No,21,4,2,80,1,31,0,3,12,4,3,4
49,No,Travel_Frequently,970,Research & Development,18,4,Life Sciences,1,223,3,Male,124,1,5,Laboratory Technician,2,Married,19637,18611,4,Y,No,21,3,4,80,3,29,1,4,11,4,1,3
51,No,Travel_Frequently,280,Research & Development,5,3,Technical Degree,1,224,4,Female,33,3,1,Sales Executive,4,Married,5585,7614,1,Y,No,17,4,1,80,3,29,2,2,7,2,1,2
53,No,Travel_Frequently,471,Research & Development,9,2,Other,1,225,3,Male,60,1,2,Sales Representative,3,Single,9273,8718,1,Y,Yes,21,3,4,80,0,34,3,4,10,4,2,3
37,No,Travel_Frequently,418,Research & Development,8,4,Marketing,1,226,3,Male,50,4,2,Research Director,4,Divorced,8902,7289,4,Y,No,21,3,2,80,1,16,5,1,6,2,1,2
58,No,Non-Travel,694,Human Resources,12,4,Marketing,1,227,2,Male,89,1,4,Manager,2,Divorced,13695,13944,5,Y,No,25,3,3,80,0,38,5,3,14,5,3,4
28,No,Travel_Rarely,681,Research & Development,11,4,Medical,1,228,1,Male,86,2,4,Healthcare Representative,3,Single,13654,11198,1,Y,No,17,4,3,80,0,8,3,2,0,0,0,0
51,No,Non-Travel,504,Research & Development,27,4,Medical,1,229,4,Male,64,3,3,Research Scientist,3,Divorced,10067,10620,7,Y,No,22,3,2,80,2,29,0,2,16,6,5,5
25,No,Travel_Rarely,610,Research & Development,4,2,Other,1,230,3,Male,79,1,3,Sales Executive,4,Single,12295,14919,8,Y,No,23,4,1,80,0,4,0,1,7,2,3,2
35,No,Travel_Rarely,325,Research & Development,23,5,Other,1,231,2,Female,38,1,1,Human Resources,2,Divorced,6264,5067,0,Y,No,24,3,1,80,3,13,4,3,0,0,2,0
31,No,Travel_Rarely,636,Research & Development,20,4,Technical Degree,1,232,1,Female,83,3,3,Manager,3,Married,12772,9447,7,Y,No,18,4,4,80,0,9,2,1,0,0,0,0
48,No,Non-Travel,279,Research & Development,4,5,Technical Degree,1,233,3,Female,29,2,1,Research Director,2,Married,5527,2731,1,Y,No,17,3,3,80,0,26,6,1,6,2,2,2
59,No,Travel_Rarely,542,Research & Development,27,5,Life Sciences,1,234,4,Female,68,2,3,Sales Representative,3,Divorced,11067,10442,7,Y,Yes,11,3,2,80,0,40,5,4,13,5,3,4
22,No,Non-Travel,482,Research & Development,15,4,Medical,1,235,1,Female,61,4,2,Research Director,1,Divorced,9438,8678,8,Y,No,18,3,4,80,0,3,3,4,6,2,0,2
25,No,Travel_Frequently,503,Research & Development,2,4,Marketing,1,236,4,Male,60,3,2,Human Resources,3,Divorced,9917,11471,8,Y,Yes,20,3,3,80,0,6,0,4,0,0,0,0
40,Yes,Travel_Frequently,175,Sales,19,2,Marketing,1,237,4,Female,23,4,1,Healthcare Representative,3,Married,4164,6589,2,Y,Yes,18,3,4,80,0,18,5,1,2,0,1,0
39,No,Non-Travel,650,Research & Development,26,3,Life Sciences,1,238,3,Male,81,3,3,Laboratory Technician,1,Divorced,12881,10726,7,Y,No,17,3,1,80,0,19,4,2,4,1,2,1
31,No,Non-Travel,766,Sales,15,3,Other,1,239,2,Female,94,4,4,Human Resources,2,Divorced,15355,16035,8,Y,No,22,3,2,80,1,11,6,1,0,0,0,0
33,No,Travel_Rarely,508,Research & Development,8,2,Medical,1,240,3,Male,58,2,2,Sales Representative,4,Married,10061,11188,1,Y,No,17,3,3,80,1,14,1,3,2,0,3,0
20,Yes,Travel_Rarely,278,Research & Development,29,3,Medical,1,241,3,Male,28,1,1,Healthcare Representative,1,Divorced,5662,1939,0,Y,Yes,21,3,4,80,2,1,5,3,0,0,2,0
51,No,Travel_Rarely,321,Research & Development,14,3,Other,1,242,2,Female,34,2,1,Research Scientist,2,Divorced,5741,7660,6,Y,No,18,3,1,80,0,31,2,4,9,3,4,3
33,No,Non-Travel,819,Research & Development,29,5,Life Sciences,1,243,3,Male,110,4,5,Manager,1,Married,17054,12731,0,Y,No,16,4,3,80,1,13,5,2,5,2,6,1
34,No,Travel_Rarely,693,Research & Development,27,3,Technical Degree,1,244,3,Male,81,1,3,Healthcare Representative,4,Divorced,13720,15261,7,Y,No,25,3,4,80,1,13,3,1,6,2,0,2
53,No,Non-Travel,241,Research & Development,27,4,Medical,1,245,1,Female,36,1,1,Sales Executive,3,Married,5598,6423,6,Y,Yes,23,4,2,80,0,34,5,3,11,4,3,3
55,Yes,Non-Travel,333,Research & Development,2,4,Technical Degree,1,246,1,Female,41,4,1,Sales Representative,1,Single,6459,6133,3,Y,Yes,13,3,2,80,0,35,6,2,17,6,7,5
51,No,Travel_Rarely,561,Research & Development,24,3,Technical Degree,1,247,2,Female,64,4,2,Research Director,4,Single,10162,10361,4,Y,No,15,4,2,80,1,30,6,4,16,6,7,5
33,No,Non-Travel,532,Research & Development,8,3,Marketing,1,248,3,Male,62,1,2,Sales Executive,4,Single,10090,11985,6,Y,No,16,3,1,80,1,14,0,4,7,2,3,2
41,No,Non-Travel,287,Research & Development,28,2,Marketing,1,249,3,Female,43,1,1,Laboratory Technician,4,Married,5923,3353,5,Y,No,18,4,3,80,0,21,1,2,13,5,4,4
34,Yes,Travel_Rarely,242,Research & Development,15,4,Technical Degree,1,250,2,Female,29,2,1,Research Director,2,Married,4896,5152,7,Y,Yes,22,3,1,80,1,13,1,1,0,0,0,0
27,No,Non-Travel,760,Sales,29,2,Marketing,1,251,4,Male,103,1,4,Laboratory Technician,1,Married,15847,17236,3,Y,No,12,3,2,80,2,7,5,2,0,0,0,0
19,No,Non-Travel,634,Research & Development,26,2,Life Sciences,1,252,2,Female,84,2,3,Research Director,4,Single,12546,11673,0,Y,No,16,3,1,80,2,1,2,3,0,0,0,0
23,No,Non-Travel,433,Sales,29,1,Marketing,1,253,3,Female,48,1,2,Sales Representative,3,Single,8636,7025,6,Y,No,18,3,3,80,1,2,3,2,7,2,3,2
45,No,Non-Travel,854,Research & Development,29,2,Medical,1,254,1,Female,111,4,5,Manufacturing Director,4,Married,17300,16108,8,Y,Yes,21,3,3,80,0,24,1,4,14,5,2,4
50,No,Travel_Frequently,561,Sales,25,3,Other,1,255,1,Female,71,4,3,Healthcare Representative,4,Single,11183,12722,2,Y,No,18,4,3,80,0,28,5,1,15,6,5,5
24,No,Non-Travel,473,Sales,7,3,Life Sciences,1,256,3,Male,53,4,2,Sales Executive,4,Single,8913,7183,6,Y,No,11,3,3,80,0,3,1,3,0,0,0,0
58,No,Travel_Rarely,350,Research & Development,13,5,Life Sciences,1,257,4,Female,37,2,1,Research Director,4,Married,6625,4529,7,Y,No,24,3,2,80,0,36,6,1,17,6,4,5
36,No,Travel_Rarely,431,Research & Development,15,1,Life Sciences,1,258,4,Female,51,4,2,Research Director,1,Divorced,8279,9678,6,Y,No,16,4,1,80,1,15,5,3,4,1,0,1
39,No,Travel_Frequently,629,Research & Development,20,5,Technical Degree,1,259,3,Female,79,1,3,Research Director,2,Single,12566,16665,5,Y,No,13,3,4,80,0,20,1,2,10,4,6,3
40,No,Travel_Rarely,776,Sales,25,4,Marketing,1,260,4,Male,97,3,4,Human Resources,1,Divorced,15234,10346,1,Y,No,11,4,3,80,2,18,6,2,8,3,0,2
25,No,Travel_Frequently,607,Research & Development,27,5,Medical,1,261,4,Female,81,4,3,Research Scientist,2,Single,12130,10842,3,Y,No,16,3,1,80,0,3,2,3,0,0,0,0
23,No,Travel_Rarely,551,Research & Development,25,3,Other,1,262,4,Male,63,4,2,Manufacturing Director,4,Married,9996,10607,3,Y,Yes,13,3,3,80,3,2,3,4,0,0,0,0
20,No,Non-Travel,867,Research & Development,7,4,Other,1,263,1,Female,115,3,4,Sales Executive,3,Divorced,17770,15716,8,Y,No,21,4,2,80,2,1,3,3,0,0,0,0
37,No,Non-Travel,404,Research & Development,14,2,Life Sciences,1,264,1,Male,51,3,2,Laboratory Technician,2,Married,7609,9968,4,Y,No,22,4,2,80,2,17,2,1,7,2,4,2
25,Yes,Travel_Rarely,407,Research & Development,14,3,Life Sciences,1,265,3,Male,46,2,1,Manager,2,Married,7798,5986,2,Y,No,22,4,3,80,1,4,1,1,0,0,0,0
51,No,Non-Travel,621,Research & Development,17,3,Life Sciences,1,266,2,Male,79,2,3,Healthcare Representative,4,Married,12318,11656,7,Y,No,22,4,4,80,2,32,1,2,3,1,0,1
25,Yes,Travel_Rarely,342,Research & Development,27,4,Life Sciences,1,267,4,Female,38,1,1,Healthcare Representative,2,Single,6558,4242,4,Y,No,13,4,3,80,2,5,1,2,2,0,0,0
39,No,Non-Travel,577,Research & Development,18,4,Technical Degree,1,268,1,Female,75,4,3,Laboratory Technician,2,Divorced,11427,11864,7,Y,No,16,3,4,80,0,18,3,3,2,0,0,0
37,No,Travel_Frequently,494,Sales,23,4,Other,1,269,2,Male,61,1,2,Manufacturing Director,1,Divorced,10200,14022,7,Y,No,24,4,3,80,2,15,1,1,4,1,3,1
19,No,Travel_Rarely,334,Sales,6,3,Marketing,1,270,2,Male,39,3,1,Human Resources,3,Divorced,6555,8422,1,Y,No,21,3,1,80,0,1,3,2,0,0,0,0
38,No,Travel_Frequently,776,Research & Development,21,3,Life Sciences,1,271,3,Male,92,4,4,Sales Executive,3,Single,15490,17316,6,Y,No,17,3,4,80,0,17,0,1,13,5,0,4
46,No,Travel_Rarely,323,Research & Development,21,2,Life Sciences,1,272,1,Female,41,1,1,Laboratory Technician,4,Married,6919,8191,3,Y,No,15,4,4,80,3,26,4,4,8,3,1,2
58,No,Travel_Frequently,312,Research & Development,15,3,Marketing,1,273,2,Male,36,3,1,Laboratory Technician,3,Married,5912,6831,2,Y,No,22,3,3,80,1,38,6,4,10,4,5,3
18,Yes,Travel_Rarely,297,Sales,27,4,Technical Degree,1,274,1,Male,33,4,1,Laboratory Technician,1,Single,5724,6206,7,Y,No,17,4,1,80,0,1,6,1,0,0,0,0
19,No,Non-Travel,630,Research & Development,13,4,Marketing,1,275,4,Female,80,2,3,Manufacturing Director,1,Single,13164,10389,7,Y,No,21,3,1,80,0,1,6,3,3,1,1,1
54,No,Travel_Frequently,599,Research & Development,22,2,Life Sciences,1,276,1,Female,68,3,3,Laboratory Technician,3,Married,11392,11786,8,Y,No,21,4,4,80,0,34,3,2,20,8,3,7
20,Yes,Travel_Frequently,233,Sales,21,5,Life Sciences,1,277,1,Female,29,2,1,Sales Representative,2,Single,5146,4378,0,Y,No,12,4,2,80,0,1,2,4,0,0,0,0
24,No,Travel_Frequently,769,Human Resources,3,3,Life Sciences,1,278,1,Male,98,1,4,Manager,4,Married,15655,16059,7,Y,No,22,4,1,80,0,3,6,1,7,2,0,2
21,No,Non-Travel,323,Research & Development,1,3,Life Sciences,1,279,1,Male,40,4,1,Sales Representative,1,Divorced,6143,4733,6,Y,No,12,3,3,80,1,1,0,3,5,2,0,1
57,No,Travel_Rarely,621,Sales,19,3,Medical,1,280,4,Male,83,3,3,Sales Executive,2,Divorced,12903,13520,5,Y,No,19,4,3,80,0,36,0,2,12,4,4,4
30,No,Non-Travel,251,Sales,8,4,Medical,1,281,2,Male,31,1,1,Manufacturing Director,4,Married,5239,4761,5,Y,No,18,4,4,80,2,11,0,3,0,0,0,0
39,No,Non-Travel,314,Research & Development,10,4,Marketing,1,282,2,Male,41,3,2,Sales Executive,3,Married,6542,7715,8,Y,Yes,14,3,1,80,3,19,1,4,11,4,2,3
34,No,Non-Travel,496,Sales,7,5,Technical Degree,1,283,4,Female,62,1,3,Sales Representative,3,Married,10829,10850,3,Y,No,23,3,1,80,0,14,1,2,0,0,1,0
57,No,Travel_Frequently,319,Research & Development,29,4,Other,1,284,1,Female,36,4,1,Laboratory Technician,4,Divorced,6307,8500,4,Y,No,23,4,1,80,0,37,3,2,14,5,6,4
49,No,Non-Travel,610,Research & Development,15,3,Medical,1,285,3,Male,78,3,3,Sales Executive,4,Married,12563,10533,4,Y,No,15,3,1,80,0,30,0,2,20,8,6,7
41,No,Non-Travel,500,Research & Development,18,4,Medical,1,286,3,Female,57,2,2,Laboratory Technician,3,Married,9321,7856,5,Y,No,11,3,1,80,0,22,2,1,9,3,5,3
